AGE;GENDER;DOMAIN;PhD;YEARSEXP;UOC_POSITION;USERWIKI;PU1;PU2;PU3;PEU1;PEU2;PEU3;ENJ1;ENJ2;Qu1;Qu2;Qu3;Qu4;Qu5;Vis1;Vis2;Vis3;Im1;Im2;Im3;SA1;SA2;SA3;Use1;Use2;Use3;Use4;Use5;Pf1;Pf2;Pf3;JR1;JR2;BI1;BI2;Inc1;Inc2;Inc3;Inc4;Exp1;Exp2;Exp3;Exp4;Exp5
48;male;Law&Politics;No;10;Adjunct;No;2;2;2;4;5;1;2;3;2;3;3;2;2;2;2;1;1;3;1;3;3;3;2;2;2;1;3;2;1;1;4;4;2;1;2;2;2;1;1;2;1;1;1
59;male;Law&Politics;No;15;Adjunct;No;3;3;3;3;3;1;3;3;2;2;2;3;3;3;?;1;1;1;2;2;2;5;1;?;2;1;2;1;1;1;3;2;2;2;3;3;5;4;1;1;2;1;2
49;male;Law&Politics;No;8;Adjunct;No;3;4;3;4;?;2;4;3;3;3;2;4;2;3;2;2;2;3;3;3;4;4;2;1;2;2;3;2;2;2;4;4;3;3;4;4;3;3;3;3;4;1;2
38;male;Law&Politics;No;10;Adjunct;No;3;3;3;4;4;3;3;3;4;4;4;3;3;3;3;1;3;3;3;4;4;4;1;1;2;2;3;1;2;1;4;3;3;3;4;4;4;4;2;2;2;1;1
44;male;Law&Politics;No;12;Adjunct;No;2;3;1;3;2;5;4;3;2;5;4;5;5;5;3;1;1;2;1;4;5;3;1;1;1;1;1;1;1;2;4;2;1;1;5;4;3;3;1;2;3;1;1
36;male;Law&Politics;No;8;Adjunct;No;3;3;3;5;3;2;4;5;5;5;4;2;4;4;4;1;3;3;2;5;5;5;1;1;2;2;4;1;1;1;4;3;4;3;5;4;4;4;3;3;3;1;2
44;male;Law&Politics;Yes;16;Adjunct;No;4;3;3;3;5;4;5;5;3;3;3;4;4;3;4;1;1;2;1;4;4;4;1;1;1;1;3;1;1;1;1;1;1;1;3;2;2;5;1;3;4;1;1
38;male;Law&Politics;Yes;?;Adjunct;No;4;4;4;5;5;?;5;5;4;4;4;4;4;4;4;1;3;2;4;4;4;4;1;2;2;1;4;1;1;1;4;4;2;2;3;2;4;5;3;5;5;?;2
45;male;Law&Politics;Yes;15;Adjunct;No;4;3;3;5;4;3;4;4;3;3;3;5;2;2;3;2;1;2;1;3;3;3;1;1;2;2;3;2;2;2;2;1;1;3;3;3;3;3;3;1;5;1;1
47;male;Law&Politics;No;?;Adjunct;No;2;2;2;3;3;3;3;?;2;3;2;5;3;2;2;2;2;4;2;3;4;4;1;1;2;2;2;4;4;3;3;4;2;2;5;5;5;3;2;2;4;?;2
39;male;Law&Politics;No;3;Adjunct;No;5;5;5;5;5;5;5;5;4;5;4;4;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;2;5;4;3;4;5;2;4
48;male;Law&Politics;No;8;Adjunct;Yes;3;3;3;5;4;3;3;4;3;4;3;4;3;3;3;2;3;4;3;4;4;4;2;2;2;2;3;3;3;2;4;4;3;3;4;3;4;4;2;3;4;2;2
48;male;Law&Politics;No;2;Adjunct;No;3;3;3;5;5;4;4;4;3;2;2;4;3;3;4;1;2;2;3;5;5;5;1;1;3;3;3;1;4;1;5;3;3;3;5;5;5;5;3;3;4;1;3
47;male;Law&Politics;No;7;Adjunct;No;2;2;2;4;4;4;3;3;3;3;3;4;2;2;2;1;3;4;2;3;2;4;1;1;1;1;2;2;2;2;4;3;2;3;3;4;3;3;2;2;3;1;5
50;male;Law&Politics;Yes;25;Adjunct;No;4;3;5;5;4;4;4;4;2;3;2;2;2;3;4;1;1;3;?;3;2;5;2;1;2;2;4;1;3;2;2;1;3;3;3;2;2;4;3;2;3;1;4
33;male;Law&Politics;Yes;6;Adjunct;No;3;4;3;4;4;5;5;5;3;3;3;3;3;4;3;3;1;5;1;5;5;5;2;2;3;1;4;4;4;3;5;5;5;5;5;3;5;5;2;4;4;1;3
39;male;Law&Politics;Yes;10;Adjunct;Yes;4;4;3;4;3;2;4;3;2;3;2;3;3;3;3;1;2;2;2;4;4;4;3;4;2;2;4;1;4;4;3;5;3;3;4;2;3;5;3;3;3;2;3
46;male;Law&Politics;No;20;Adjunct;No;3;2;2;3;3;3;3;3;4;3;3;3;4;3;3;3;4;3;3;2;3;3;3;3;4;3;2;4;4;4;2;2;3;3;3;3;2;3;3;2;3;2;3
34;male;Law&Politics;Yes;8;Adjunct;No;4;4;4;5;4;4;4;4;3;3;4;5;3;3;2;1;4;2;4;5;5;5;1;1;4;4;4;?;2;1;5;4;4;4;5;5;5;5;4;5;3;1;1
44;male;Law&Politics;No;4;Adjunct;No;5;5;5;5;5;5;5;5;3;3;3;5;3;3;3;3;3;3;1;5;5;5;1;1;3;3;3;1;1;1;3;3;3;3;5;5;5;5;1;1;1;1;1
53;male;Law&Politics;Yes;25;Adjunct;No;4;4;4;4;4;?;4;4;3;3;3;3;3;3;3;3;2;2;2;3;4;4;3;3;3;3;3;3;4;4;4;4;3;3;4;3;3;3;3;3;3;3;3
42;male;Law&Politics;Yes;15;Adjunct;No;2;3;3;5;3;3;4;4;3;3;2;2;3;3;2;1;2;3;4;5;5;5;2;3;3;2;3;4;4;4;4;4;2;3;3;4;4;4;3;4;4;1;3
43;male;Law&Politics;Yes;10;Adjunct;Yes;3;3;2;5;4;2;4;4;2;2;2;4;3;3;2;1;3;5;3;5;5;5;1;1;2;2;4;3;5;5;5;5;3;2;3;2;4;3;3;4;3;1;4
33;male;Law&Politics;Yes;10;Adjunct;No;2;2;2;2;2;4;4;4;2;2;2;2;1;2;2;1;2;2;2;2;2;4;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1
43;male;Law&Politics;No;8;Adjunct;No;4;4;4;5;4;4;4;4;3;3;3;5;4;3;3;3;3;3;4;4;4;4;3;2;3;3;4;3;4;4;3;3;3;3;3;4;4;4;3;4;3;1;2
42;male;Law&Politics;Yes;16;Adjunct;No;2;3;4;5;3;?;3;3;3;4;3;3;3;3;?;2;1;2;2;3;3;4;2;2;3;3;3;1;5;3;4;4;3;3;3;3;2;3;4;4;4;1;2
38;male;Law&Politics;Yes;15;Adjunct;No;3;3;4;4;4;?;5;4;4;4;4;4;3;3;?;1;3;2;3;3;3;4;?;?;4;3;4;1;1;2;3;3;3;3;3;5;3;3;3;4;3;1;?
46;male;Law&Politics;Yes;5;Adjunct;No;5;4;5;4;4;5;5;4;3;4;3;3;3;3;?;3;3;3;3;5;5;5;2;3;3;3;3;3;5;4;4;4;4;4;5;5;5;5;4;3;2;2;3
33;male;Law&Politics;Yes;3;Adjunct;No;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3
51;male;Law&Politics;Yes;15;Adjunct;Yes;3;2;3;3;3;4;4;4;3;4;3;3;4;3;3;3;2;3;2;4;5;5;3;3;3;3;3;5;5;5;4;3;3;3;5;3;5;4;3;4;4;4;5
45;male;Law&Politics;Yes;19;Adjunct;No;3;2;2;4;3;3;5;4;3;2;1;5;1;?;?;1;1;5;2;5;5;5;1;1;1;2;2;1;4;1;5;5;2;2;5;5;5;4;1;3;3;1;1
40;male;Law&Politics;No;8;Adjunct;No;3;3;2;4;5;4;4;5;2;3;1;4;3;3;4;2;1;5;3;5;4;5;1;1;1;1;1;1;5;5;5;5;2;2;4;3;2;2;1;2;2;1;1
56;male;Law&Politics;Yes;28;Adjunct;No;2;2;2;4;3;?;4;3;3;3;1;5;2;3;?;1;2;4;2;5;4;5;1;1;2;1;3;3;3;3;3;2;2;2;4;3;2;3;2;2;3;1;4
39;male;Law&Politics;Yes;4;Adjunct;Yes;3;3;1;5;4;3;5;4;2;2;2;4;2;2;4;2;2;2;3;4;4;5;2;2;2;2;2;4;5;4;4;4;2;2;4;2;2;2;2;4;4;4;2
50;male;Law&Politics;No;15;Adjunct;No;3;3;2;3;3;2;3;3;2;3;2;4;3;2;3;2;2;2;3;3;3;3;2;1;2;2;3;1;3;1;2;2;2;2;4;3;3;3;3;3;3;1;2
52;male;Law&Politics;Yes;30;Adjunct;No;4;4;5;4;4;2;2;3;4;4;3;3;2;?;?;1;1;3;1;5;5;4;3;3;5;?;4;1;1;3;1;1;3;4;4;4;1;4;3;4;4;1;1
58;Female;Law&Politics;Yes;7;Adjunct;No;2;2;2;5;5;5;5;5;3;3;3;2;2;2;3;1;2;2;1;3;3;4;1;1;1;1;1;4;4;3;3;2;2;2;?;?;?;5;1;1;5;1;1
45;Female;Law&Politics;No;16;Adjunct;No;2;2;2;4;3;3;3;3;2;2;2;5;2;2;2;1;2;3;2;3;3;3;1;1;2;2;1;2;2;2;2;1;?;2;3;3;2;2;2;2;3;1;2
49;Female;Law&Politics;No;13;Adjunct;No;2;2;2;4;3;1;4;3;2;2;2;2;2;3;2;1;1;2;2;3;3;3;1;2;2;1;2;1;2;1;5;4;2;2;5;3;3;3;1;2;2;1;2
34;Female;Law&Politics;No;4;Adjunct;No;3;3;3;5;4;4;4;4;3;4;3;3;3;3;4;2;2;4;3;5;5;5;2;2;3;3;3;2;5;3;5;5;3;3;4;3;4;4;3;4;4;2;3
34;Female;Law&Politics;No;8;Adjunct;No;3;2;3;5;4;4;5;5;3;2;3;4;2;3;4;1;3;5;3;5;5;5;1;2;2;3;2;3;4;4;4;4;4;3;4;2;4;4;3;3;4;1;2
32;Female;Law&Politics;No;2;Adjunct;Yes;4;2;4;5;5;?;5;5;5;5;5;5;?;3;?;?;?;?;?;4;?;5;1;1;?;?;3;5;5;?;5;5;4;4;?;?;?;?;3;5;5;1;1
40;Female;Law&Politics;Yes;14;Adjunct;No;2;2;2;5;4;3;3;5;2;3;2;5;3;3;3;1;2;2;2;4;4;4;1;1;1;1;2;4;4;3;2;4;1;1;4;4;4;4;1;4;4;1;1
52;Female;Law&Politics;Yes;9;Adjunct;Yes;3;4;4;4;3;5;5;5;4;5;5;4;3;3;5;3;5;5;4;5;5;4;4;3;4;4;3;4;5;4;4;5;5;4;3;4;4;4;3;4;4;5;4
42;Female;Law&Politics;Yes;17;Adjunct;No;2;3;3;4;3;3;4;3;2;2;2;4;3;3;3;2;2;3;3;4;3;3;2;2;2;2;2;3;3;3;3;3;2;2;4;3;4;4;2;2;4;2;2
24;Female;Law&Politics;Yes;?;Adjunct;No;4;4;3;5;5;3;4;5;4;4;4;5;3;3;3;1;1;3;2;4;4;5;1;3;3;3;3;3;3;3;3;3;3;3;4;5;5;5;3;4;4;1;3
52;Female;Law&Politics;No;7;Adjunct;No;4;4;4;4;4;3;4;3;3;3;2;4;3;3;3;1;3;4;3;4;3;4;1;2;2;2;3;1;2;1;4;4;3;3;5;5;5;?;2;2;2;1;1
40;Female;Law&Politics;Yes;17;Adjunct;No;2;2;2;3;3;3;2;3;2;3;2;5;3;3;3;1;1;4;1;4;4;4;1;1;1;1;2;3;3;4;4;4;2;2;4;2;4;3;2;2;3;2;2
48;Female;Law&Politics;No;6;Adjunct;No;3;2;3;5;5;2;3;3;4;4;3;3;2;3;2;2;2;2;3;4;4;5;3;3;2;2;4;2;2;1;3;4;3;3;5;2;2;2;4;4;4;1;2
42;Female;Law&Politics;No;3;Adjunct;No;4;4;4;5;5;3;4;5;3;4;3;5;4;4;3;2;2;5;2;5;5;5;1;1;2;2;3;2;4;1;5;5;4;3;5;3;4;5;1;4;5;1;1
39;Female;Law&Politics;No;?;Adjunct;Yes;4;2;2;5;4;3;3;4;3;3;2;5;2;3;3;1;1;4;2;4;5;5;1;1;3;2;4;2;3;3;4;?;2;2;5;5;5;5;1;3;4;1;2
31;Female;Law&Politics;No;4;Adjunct;No;3;4;5;5;5;2;4;4;3;4;3;3;2;1;2;1;2;3;4;5;5;5;2;1;4;5;2;2;5;4;4;2;3;3;?;?;?;?;5;5;5;1;1
42;Female;Law&Politics;Yes;15;Adjunct;No;3;3;3;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3
31;Female;Law&Politics;No;4;Adjunct;No;2;3;2;3;3;3;4;4;2;3;2;5;1;3;3;1;1;2;2;4;4;4;1;2;2;2;2;2;3;3;5;5;4;3;3;5;5;3;2;2;4;2;2
32;Female;Law&Politics;Yes;8;Adjunct;No;3;2;3;4;4;3;5;4;3;3;3;4;3;2;3;1;2;3;3;4;4;3;1;1;1;2;2;1;3;1;3;2;1;1;4;3;4;3;3;4;4;1;1
35;Female;Law&Politics;Yes;8;Adjunct;No;3;2;3;5;3;2;4;4;3;3;3;3;4;3;1;1;2;2;2;4;4;5;2;1;1;3;2;3;2;3;1;3;2;3;5;2;2;5;4;4;4;1;5
44;Female;Law&Politics;Yes;20;Adjunct;No;4;2;3;5;5;4;5;5;2;3;3;2;2;2;2;1;2;1;2;2;3;5;2;2;2;1;1;3;2;2;2;1;2;2;3;3;3;3;2;3;2;2;2
39;Female;Law&Politics;No;16;Adjunct;No;2;3;2;4;4;?;5;5;3;3;2;5;1;2;2;1;1;2;1;5;4;5;1;1;1;1;2;1;1;1;3;2;3;3;4;3;5;5;1;2;2;1;1
43;Female;Law&Politics;Yes;17;Adjunct;No;3;3;3;4;3;?;3;4;3;3;3;3;?;?;?;1;?;?;?;?;4;4;1;1;2;2;?;1;1;1;?;?;?;?;?;?;?;?;2;4;4;1;?
41;Female;Law&Politics;Yes;15;Adjunct;No;2;2;2;4;2;2;3;2;2;2;2;5;3;2;3;1;2;4;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;4;5;4;3;2;2;2;2;2
54;Female;Law&Politics;No;20;Adjunct;No;2;3;3;4;4;2;3;3;3;3;2;4;3;2;2;1;1;4;3;5;5;4;2;1;2;2;2;2;2;2;5;4;3;3;5;5;5;5;3;4;4;1;1
40;Female;Law&Politics;No;5;Adjunct;No;3;3;3;3;3;3;3;3;4;4;4;4;3;3;3;3;2;3;2;5;5;5;?;4;3;2;?;4;4;2;5;?;3;3;3;3;3;3;4;4;4;4;4
36;Female;Law&Politics;No;11;Adjunct;No;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;1;3;4;3;3;3;3;1;1;1;1;3;1;2;2;3;2;2;2;3;3;4;4;1;1;1;1;1
40;Female;Law&Politics;No;10;Adjunct;No;4;4;4;5;5;3;5;4;3;3;3;3;2;4;4;4;4;4;4;5;5;5;3;3;4;4;5;4;4;4;5;4;4;5;4;4;5;4;4;4;4;3;5
31;Female;Law&Politics;Yes;5;Adjunct;No;3;3;3;3;3;3;4;4;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;3;3;3;2;3;1;1;3;3;3;?;3;3;?;1;?;3;3;3;1
42;Female;Law&Politics;Yes;13;Adjunct;No;2;1;2;5;4;?;4;3;3;2;3;5;2;?;?;1;2;4;2;4;4;3;1;1;1;1;2;1;3;1;5;5;2;2;?;?;?;?;4;4;4;1;1
43;Female;Law&Politics;No;10;Adjunct;No;2;2;4;5;5;3;5;4;4;4;4;4;4;3;3;1;3;4;4;5;5;5;2;2;4;4;4;1;1;1;3;3;4;3;4;3;3;2;1;4;4;1;1
40;Female;Law&Politics;No;1;Adjunct;No;3;3;3;4;3;3;4;?;4;4;4;2;3;3;3;2;3;4;3;3;4;4;1;1;3;3;3;1;3;1;?;?;3;4;4;4;3;3;3;3;3;1;2
42;Female;Law&Politics;No;19;Adjunct;Yes;2;2;3;4;3;2;3;3;3;3;3;3;3;2;2;2;3;3;3;3;3;?;2;2;3;3;3;2;2;2;4;3;3;3;3;2;3;2;2;2;4;1;2
40;male;Sciences;Yes;14;Associate;No;4;4;3;5;5;3;4;4;3;3;2;2;3;3;3;1;2;4;2;4;4;4;3;1;1;2;4;1;1;3;4;1;2;3;5;5;5;5;4;4;4;1;2
59;male;Sciences;Yes;36;Professor;No;4;4;4;4;4;3;4;3;4;4;3;3;5;4;3;3;3;3;3;5;5;5;4;3;4;4;4;4;2;4;4;2;4;4;4;3;3;5;4;4;4;1;2
45;male;Sciences;No;6;Adjunct;No;4;4;3;5;4;3;4;4;3;4;4;3;3;3;3;3;4;4;4;4;4;4;2;2;3;4;4;1;4;1;4;4;4;4;4;4;4;4;3;4;4;1;2
40;male;Sciences;No;12;Adjunct;No;4;5;4;5;5;4;3;4;5;5;4;2;4;3;4;5;4;5;4;5;5;5;3;3;4;4;5;2;3;2;4;3;4;4;5;4;3;4;4;4;4;1;3
47;male;Sciences;Yes;21;Adjunct;No;5;5;5;5;3;4;4;4;3;4;2;2;3;4;4;4;4;4;3;4;4;4;2;2;4;4;4;4;4;4;5;3;4;4;5;5;5;5;4;4;4;1;1
49;male;Sciences;Yes;22;Adjunct;No;4;4;5;5;5;?;4;3;4;4;4;2;4;?;?;4;2;3;3;4;5;5;4;1;3;3;3;1;3;3;4;2;3;5;5;5;5;5;4;4;4;1;1
47;male;Sciences;Yes;19;Adjunct;No;3;3;3;4;4;4;4;4;3;3;3;3;3;3;3;3;2;4;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
57;male;Sciences;No;12;Adjunct;No;4;?;4;5;4;?;4;?;4;4;4;?;4;?;?;3;3;4;4;4;4;5;3;?;4;3;4;4;4;3;5;5;4;4;4;4;?;?;4;4;2;3;5
48;male;Sciences;Yes;25;Adjunct;No;4;5;5;4;4;2;4;4;4;4;4;2;4;4;3;3;2;3;4;5;4;5;4;4;4;4;5;2;3;2;2;1;4;4;4;4;3;4;4;4;4;1;1
53;male;Sciences;No;12;Adjunct;No;3;2;4;4;3;3;4;3;4;4;4;3;3;2;3;2;3;4;3;3;4;5;2;1;2;1;4;2;2;1;4;4;3;2;4;3;2;3;4;3;2;1;4
63;male;Sciences;No;?;Adjunct;No;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;1;3;3;3;3;3;5;1;1;3;3;5;1;4;2;5;4;5;3;4;5;5;3;2;2;1;1;4
49;male;Sciences;Yes;20;Adjunct;No;1;2;1;2;2;1;2;2;1;1;1;5;1;1;1;1;2;5;3;5;5;4;1;1;2;1;2;1;1;1;4;4;1;1;5;5;5;5;2;2;4;1;1
48;male;Sciences;Yes;20;Adjunct;No;2;3;3;5;5;3;3;3;4;4;4;3;3;3;3;3;3;4;3;5;3;3;1;1;3;3;4;1;1;1;3;3;3;2;4;4;3;5;3;2;2;1;1
50;male;Sciences;No;?;Adjunct;No;3;2;2;4;4;3;4;4;1;2;2;3;1;2;4;1;2;4;3;4;5;5;1;1;1;3;3;2;1;2;?;?;1;1;4;2;3;1;2;4;4;2;1
34;male;Sciences;No;3;Adjunct;No;3;2;2;5;5;3;4;4;3;3;3;4;2;3;3;1;4;2;4;5;5;5;1;2;2;2;2;2;2;2;5;?;2;2;4;4;5;3;2;4;4;1;2
42;male;Sciences;Yes;15;Adjunct;No;4;5;5;5;5;4;5;4;4;4;4;1;3;3;4;2;4;3;4;3;1;4;3;2;4;3;5;2;1;2;3;3;3;3;1;1;1;1;4;2;3;2;3
36;male;Sciences;No;10;Adjunct;No;4;4;5;4;3;3;4;4;4;4;3;4;4;3;3;2;3;3;?;4;4;4;4;4;3;3;4;2;2;1;4;2;2;4;2;3;4;2;3;4;4;2;2
43;male;Sciences;Yes;5;Adjunct;No;2;4;3;4;4;2;3;4;3;4;3;2;4;4;2;3;4;3;2;5;5;5;4;4;5;5;4;2;5;4;4;3;4;4;4;3;2;4;4;3;3;1;4
46;male;Sciences;Yes;22;Adjunct;No;3;4;4;5;4;3;4;4;5;5;5;2;5;2;3;2;5;5;4;5;5;5;1;1;3;4;5;1;1;2;5;4;4;4;2;5;5;3;4;3;3;1;2
41;male;Sciences;No;3;Adjunct;No;2;2;2;3;4;4;4;4;2;2;2;3;2;2;2;2;2;3;2;3;3;3;2;2;2;2;3;2;2;3;4;3;2;2;3;2;2;3;2;2;2;2;2
42;male;Sciences;No;6;Adjunct;No;5;4;4;5;5;3;4;4;4;4;4;2;4;4;3;4;4;5;4;5;5;5;4;3;4;4;5;2;2;1;5;3;5;4;4;4;4;4;4;4;4;1;4
42;male;Sciences;Yes;5;Adjunct;No;2;2;1;3;2;2;3;2;1;1;1;4;1;2;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1
35;male;Sciences;No;10;Adjunct;Yes;4;4;5;4;4;4;4;4;3;4;3;2;4;4;4;3;3;4;4;5;5;5;4;3;4;4;4;4;4;5;4;3;4;4;4;4;3;4;5;5;5;3;5
46;male;Sciences;Yes;23;Adjunct;No;4;3;4;4;4;?;4;4;4;4;4;2;2;?;?;1;1;3;1;3;3;4;1;1;3;2;4;1;1;3;2;2;2;2;5;5;5;5;1;3;4;1;1
36;male;Sciences;No;4;Adjunct;No;3;3;3;5;4;3;5;5;4;5;2;3;4;3;3;3;3;3;3;5;5;5;2;1;3;4;4;5;5;5;3;3;4;4;5;5;5;5;2;2;4;1;3
48;male;Sciences;Yes;26;Adjunct;No;3;3;4;5;5;3;4;4;4;4;3;3;4;3;3;1;3;4;3;5;5;4;2;1;4;3;4;1;3;2;3;3;4;3;4;4;4;3;4;4;5;1;1
34;male;Sciences;No;3;Adjunct;No;4;4;4;5;4;4;5;4;3;4;3;3;3;2;2;2;3;3;3;4;4;5;2;3;4;4;4;2;3;1;4;?;?;?;?;?;?;?;4;4;4;2;1
29;male;Sciences;No;1;Adjunct;No;4;3;3;4;5;4;5;5;4;4;2;5;3;4;3;1;2;3;3;5;5;5;1;1;2;2;2;1;3;2;5;3;3;2;5;4;3;2;1;4;3;1;4
35;male;Sciences;Yes;5;Adjunct;No;3;3;4;5;3;4;4;3;4;4;3;4;2;3;2;1;3;4;3;3;3;4;1;2;2;2;4;1;4;1;4;2;2;3;3;3;3;3;2;3;4;1;4
41;male;Sciences;Yes;16;Adjunct;No;3;4;5;5;4;4;5;5;4;3;2;1;4;3;3;4;3;5;4;5;5;5;4;2;4;4;5;1;3;3;2;1;4;4;5;5;5;5;4;4;4;1;2
64;male;Sciences;Yes;30;Adjunct;No;3;3;5;5;4;4;4;4;4;4;4;2;3;3;2;5;4;4;4;4;5;5;4;1;5;5;4;1;2;3;4;4;4;4;?;?;?;?;4;4;2;1;4
36;male;Sciences;No;8;Adjunct;No;3;2;4;4;4;3;2;2;5;5;4;1;5;2;3;3;3;3;4;5;5;5;2;2;2;3;4;1;2;1;3;3;2;3;3;3;3;3;4;4;3;1;2
32;male;Sciences;No;?;Adjunct;No;3;4;5;5;4;5;5;3;4;4;4;5;4;5;5;3;5;5;5;5;5;5;2;3;4;4;5;2;2;5;3;3;3;3;5;3;3;1;4;4;4;1;3
52;male;Sciences;Yes;22;Adjunct;No;4;?;4;4;4;3;4;4;3;3;2;4;3;4;3;2;2;3;2;4;4;5;1;1;3;2;4;1;4;3;3;3;3;3;5;5;4;5;2;2;2;1;1
50;male;Sciences;Yes;20;Adjunct;No;4;4;2;4;4;?;5;5;3;4;4;2;?;4;?;?;2;4;3;3;2;5;1;1;?;?;4;?;?;?;2;2;4;3;4;4;4;5;1;4;5;1;1
42;Female;Sciences;No;8;Adjunct;No;2;3;2;4;4;3;3;4;3;4;4;3;2;3;3;1;3;4;3;4;4;4;1;1;3;2;3;1;1;1;4;3;2;2;4;4;4;3;3;3;3;1;1
45;Female;Sciences;Yes;20;Adjunct;No;2;2;3;4;4;3;4;4;3;3;4;5;2;2;3;1;2;4;1;4;4;5;1;1;1;1;2;1;1;1;2;1;2;2;5;5;4;3;3;3;4;1;1
34;Female;Sciences;No;5;Adjunct;No;3;3;3;4;4;3;4;4;4;4;4;3;4;3;3;1;3;4;3;5;5;4;1;1;2;2;3;1;1;2;4;3;2;2;4;3;3;4;1;3;3;1;1
31;Female;Sciences;No;3;Adjunct;No;2;2;3;5;4;3;4;4;3;3;2;5;3;3;3;4;3;4;3;4;5;4;1;1;3;3;3;1;3;1;5;4;3;3;4;3;3;3;2;3;2;1;1
33;Female;Sciences;Yes;10;Adjunct;No;5;5;4;5;5;5;5;5;3;3;3;3;2;2;3;1;1;4;2;4;5;5;1;1;1;1;2;3;3;2;5;5;4;4;3;2;2;4;3;3;3;2;4
45;Female;Sciences;No;3;Adjunct;No;4;4;4;4;4;3;4;4;4;4;4;2;4;4;3;1;3;3;4;4;4;4;?;?;3;1;4;1;2;1;?;?;?;?;?;?;?;?;?;?;?;?;?
35;Female;Sciences;No;10;Adjunct;No;4;4;4;4;4;3;5;2;4;4;4;2;4;4;3;2;3;4;4;2;4;4;3;4;4;4;4;4;5;1;5;4;4;4;5;2;4;5;3;4;5;1;5

